CustomerId,Age,Income,is_high_risk
1,49,60218.821194865304,0
2,39,74317.47759024121,1
3,28,72608.21323705226,0
4,34,40367.76474223161,0
5,52,54881.462450633495,0
6,64,83550.16267942061,0
7,46,33510.08161502671,0
8,54,55900.247840252196,0
9,68,41572.71037863793,0
10,50,90795.30734177397,0
11,54,78529.20991861029,0
12,40,93060.75260811055,1
13,58,82363.78483616814,0
14,34,64269.2634359324,0
15,43,61621.28094132291,0
16,47,82899.69457446749,0
17,47,91516.06706601485,1
18,67,48256.58990349434,1
19,45,97251.648722963,0
20,68,76442.08261112648,0
21,31,38985.24290266385,0
22,31,72008.67579576475,1
23,36,30260.12701903888,0
24,33,46129.538027003604,0
25,36,66964.08953244872,0
26,20,51269.75066077557,0
27,69,99908.89372889008,0
28,38,33049.2476400694,0
29,24,77983.08095317386,0
30,58,98546.67178239892,0
31,31,69571.18840223152,0
32,31,44977.32115885567,0
33,31,39994.93950976952,0
34,67,37854.8077473091,0
35,67,80050.13782283818,0
36,37,55666.702451224315,0
37,48,60409.409668283064,0
38,44,76597.16153605038,0
39,57,88255.8046353065,0
40,56,68949.33917785046,0
41,42,48714.12985111974,0
42,30,75626.00723667469,0
43,26,33433.75008114557,0
44,39,59705.46520769429,0
45,44,47646.906169361,1
46,67,55761.50286074579,0
47,63,53218.31761713699,0
48,69,51273.061388072776,0
49,56,88299.43291140097,0
50,23,93927.19336418212,0
51,36,73140.62989115491,0
52,60,30426.1271682913,0
53,20,87838.84674222383,0
54,56,78647.56881730472,0
55,69,62273.427705318485,1
56,55,84720.55861915718,0
57,41,69727.50505194241,0
58,69,51036.87300669472,0
59,39,55080.95894637077,0
60,52,62800.586306259735,1
61,69,90979.67051135085,0
62,48,42055.28255449229,1
63,24,85819.2536183274,0
64,50,84445.41062937834,0
65,26,47136.62729884934,0
66,20,39568.65521423254,0
67,55,82968.42412932236,0
68,42,79385.18624641962,0
69,48,90142.06530989535,0
70,60,77706.01748096365,0
71,23,58065.711519745164,0
72,34,34020.46359364607,1
73,27,36181.89048530045,0
74,69,57159.05360667256,0
75,37,45382.521011681565,1
76,55,62048.4683790648,0
77,22,44807.00381043896,0
78,21,34489.46765661683,0
79,24,52639.91487255506,0
80,39,78979.44490249432,0
81,53,39396.68933656205,0
82,39,99452.02001138867,0
83,39,73863.75664134885,0
84,33,83584.89502837097,0
85,63,80258.56738142694,0
86,58,51424.09170476014,1
87,24,75843.37114824817,0
88,35,98773.78557427748,0
89,66,62775.231726157836,1
90,57,44101.25371520557,0
91,61,52494.661407065774,0
92,49,48930.38839875316,0
93,58,99218.63429460654,0
94,42,62765.88421313527,0
95,69,91068.92235406913,0
96,23,92341.56320853364,0
97,66,62516.32053682032,0
98,24,49080.1195139577,0
99,64,71416.81744154528,0
100,50,98639.05586365053,0
101,40,73126.89935045483,0
102,60,43432.12848026667,0
103,60,53315.13072370591,0
104,46,51938.389303218944,0
105,32,57735.41011372466,0
106,64,76323.5608309177,0
107,64,47866.18518429958,0
108,39,92245.86155643951,0
109,24,73171.6656402432,0
110,51,50738.88851681286,0
111,45,37062.21614741012,0
112,48,51446.67258554028,0
113,32,75005.1845712532,0
114,39,81349.08470548547,0
115,28,66775.11379315227,0
116,39,72918.5381619092,0
117,61,77807.5093082081,0
118,60,84956.45427474933,1
119,46,71021.14642348076,0
120,53,56775.1211480014,0
121,42,77472.78092123475,0
122,22,84900.0040218328,0
123,33,84537.29311370527,0
124,24,93043.17124713646,0
125,57,39113.25444405617,0
126,68,64624.51582909126,0
127,27,38522.63983533749,0
128,50,41324.134946929225,0
129,30,32443.41013511765,0
130,46,70029.26198504237,0
131,45,37075.354466021985,0
132,56,35982.67610412369,0
133,47,88937.0918092844,0
134,22,35032.26182200094,0
135,24,44596.92782094314,0
136,22,96354.19552541479,0
137,62,46358.35008101667,0
138,61,57361.309432507995,0
139,45,73788.95078057423,0
140,37,32202.003667221827,0
141,67,63157.968228236,0
142,35,68655.05476382407,0
143,52,49416.3069333311,0
144,22,62953.21551673916,0
145,55,38858.94400959668,0
146,28,61581.48025813171,0
147,36,71918.38102554088,0
148,39,90636.35360012457,0
149,46,48900.349752550974,0
150,43,37034.633146782784,0
151,41,49509.514193449606,0
152,29,99045.40311878167,0
153,59,35719.27717215601,1
154,40,40897.32878793828,1
155,28,80471.4727511926,0
156,45,69558.58696881353,0
157,54,59375.76898697073,0
158,55,46822.601652138146,0
159,28,63531.661212642175,0
160,24,70257.87968575531,0
161,57,50083.24842384715,0
162,61,32020.053933528718,0
163,32,49493.771922995234,1
164,62,80315.2324374018,0
165,49,42176.346112293526,0
166,44,86746.60414384588,0
167,58,80028.42137403299,0
168,28,58282.09652299219,0
169,21,49097.58682161415,0
170,51,99434.86328156776,0
171,68,46867.176359689634,0
172,40,41593.404158711994,0
173,37,47129.1291604761,0
174,59,70806.70645551643,0
175,63,42589.111278487886,0
176,52,95931.2535103077,0
177,37,46350.53581853064,0
178,44,30549.144486843623,0
179,29,47314.12698003408,0
180,53,48635.98004222277,1
181,65,91322.30100648856,0
182,51,67476.66687674428,0
183,41,54260.459151304545,0
184,62,83091.2169899905,0
185,61,63870.29452034342,1
186,50,35026.528181182846,0
187,57,56600.51549685263,0
188,23,53584.881247482685,0
189,31,80484.35874733605,0
190,65,91821.59745829322,0
191,65,81017.55260649219,0
192,67,60825.14455781709,0
193,34,44729.43386190628,0
194,66,56162.73942960672,0
195,41,74773.17127024435,1
196,41,82613.14755523938,0
197,34,59904.211909728416,1
198,41,81384.48245161754,0
199,57,69192.03092887161,1
200,28,80550.89055216394,0
201,28,47545.918602909864,0
202,64,88516.43776380978,0
203,47,39587.558666650635,0
204,35,48122.21193793531,0
205,27,33199.33772470112,1
206,37,85437.5494375222,1
207,62,42668.114478460164,0
208,59,33498.790055428624,0
209,47,52979.060549070586,0
210,25,52156.97051385789,0
211,26,76332.33882906302,0
212,50,36469.477031722505,1
213,36,84494.51696173652,0
214,48,82063.71431614808,0
215,34,35836.42940290398,0
216,31,69218.9052917881,1
217,60,42071.43935011479,1
218,63,93498.21934260927,0
219,50,94833.2245007615,1
220,22,38458.83159337714,0
221,36,69879.54953989532,0
222,21,45265.37474428071,0
223,43,52904.00154272505,0
224,51,77945.57237689165,0
225,60,48104.81656461251,0
226,21,81390.50395194482,0
227,40,94622.32199194308,0
228,62,30394.43319030004,0
229,26,70790.50331886452,0
230,52,43059.470174426184,0
231,36,68166.7422309333,0
232,49,36391.621430471256,0
233,65,52511.17849568343,0
234,23,56032.71996788232,0
235,50,86830.07560368444,0
236,52,42124.25415319385,0
237,24,75965.98696359916,0
238,36,76968.76388886629,0
239,33,91220.35337027405,0
240,27,65982.99527747429,0
241,20,40551.58951218179,0
242,56,59390.871360921476,0
243,51,83317.24337759285,0
244,43,98228.29443167243,0
245,20,51650.5144606121,0
246,53,87608.64377200033,0
247,36,72791.38619387707,0
248,48,87439.29882593684,0
249,62,43554.339776614965,0
250,69,42479.23658254286,0
251,24,72988.06081237132,0
252,40,40154.577624829646,0
253,66,73945.90533921265,0
254,42,47526.11354948844,1
255,40,57268.71949382667,0
256,36,32537.842680906917,1
257,33,60108.27915253834,0
258,69,55146.179843520615,0
259,25,98385.19917581207,1
260,25,85410.17362510195,0
261,24,64386.71431657025,0
262,32,96669.44863274194,0
263,20,49285.56139523967,1
264,46,77181.83253882929,0
265,22,47094.31312315642,0
266,52,34063.243591295264,0
267,64,82095.51709665153,0
268,42,71494.06095292725,0
269,48,52656.39467250602,0
270,46,71766.40348527371,0
271,59,72804.39340676402,0
