total_transaction_amount,average_transaction_amount,transaction_count,std_transaction_amount,CountryCode
-0.022752048833558577,-0.08821681709379948,0.96408198460292,-0.10902991806967692,0.0
-0.06284188560734544,-0.09074377648666944,-0.24314092724523872,-0.1404324660982227,0.0
0.020975591406671656,-0.057828426913133946,0.1283122764003486,0.036788371120076616,0.0
-0.062473824712493985,-0.08179798917013863,-0.2534590717909495,-0.1404324660982227,0.0
-0.028833058923070663,-0.07451796914703078,0.03544897548895176,-0.0837237716424736,0.0
-0.060243375689694144,-0.08170853129697331,-0.2225046381538172,-0.10593027886721158,0.0
-0.058135122883984994,-0.08197860887595809,-0.19155020451668495,-0.1207025429470453,0.0
-0.059271694927286296,-0.0884079320206864,-0.13995948178813114,-0.1332919421169682,0.0
-0.004486566850436377,-0.08894418976377817,1.7895335482597807,-0.13307217105550528,0.0
-0.06087275981989014,-0.09028293289763603,-0.1502776263338419,-0.1323774937830444,0.0
0.6240024392492792,-0.04654259081451937,2.171304896451079,0.3804514774997472,0.0
0.3972256203320384,-0.08099422595445861,5.782655487449844,-0.08605521800855263,0.0
0.285401373980704,-0.07340661241021341,2.604666967370931,-0.026464371131991,0.0
-0.03174920539297877,-0.08493652096625898,0.3346751673145638,-0.11772441903174352,0.0
-0.03433924991004848,-0.07423382900582756,-0.016141747239602034,-0.09702914898999705,0.0
0.005987618080022721,-0.08529533239025057,1.1085360082428708,-0.11179150575708871,0.0
0.055825731684397896,-0.08666054341049186,2.553076244642377,-0.12208424936489612,0.0
-0.02380019424687182,-0.058249363698467824,-0.07805061451386659,0.005121755375071306,0.0
0.025967527711363014,-0.08396230555198939,1.263308176428532,-0.11845087662480097,0.0
-0.06155220023178593,-0.08029509690096144,-0.24314092724523872,-0.10031851895177038,0.0
0.15423386396968075,-0.08017439391587028,2.418940365548137,-0.08728309013187013,0.0
-0.026934600827426842,-0.06278960361524481,-0.06773246996815582,-0.003962349467767397,0.0
-0.04104531941424206,-0.08134144554157084,0.03544897548895176,-0.11298036128000391,0.0
-0.006718488116815622,-0.07084178525067276,0.1489485654917701,-0.05887139053131861,0.0
-0.062473824712493985,-0.08179798917013863,-0.2534590717909495,-0.1404324660982227,0.0
-0.05918041582536313,-0.08870321946185257,-0.12964133724242038,-0.13081613441277054,0.0
0.08653930917706756,-0.08467176771256846,2.501485521913823,-0.09445556962860514,0.0
0.23790619248920422,-0.08149733000243266,3.8531624574019325,-0.08447456560417894,0.0
0.028252173700929733,-0.0719315531682308,0.43785661277167137,0.08647046367263855,0.0
-0.03541177935764563,-0.06369728190914387,-0.10900504815099886,-0.0625112024746998,0.0
-0.04902671991909594,-0.09013481065215352,0.39658403458882835,-0.1333925493729637,0.0
0.11767041494885676,-0.07337232483783643,1.222035598245689,-0.07162775357491623,0.0
0.2503724149978231,-0.0840289160160035,5.142930525615777,-0.10732032427974192,0.0
-0.027487796352388582,-0.08568650755508805,0.47912919095451445,-0.10392151478997252,0.0
-0.047975906064295026,-0.08073391131038285,-0.06773246996815582,-0.09655100287571,0.0
-0.14175414146349816,-0.14905993786312688,-0.026459891785312793,-0.041721803501211636,0.0
0.11807645972805686,-0.07489579432933466,1.345853332794218,-0.06150393754492446,0.0
-0.05661981617988154,-0.08810555394647851,-0.06773246996815582,-0.13648474810878222,0.0
-0.02929313504163499,-0.05708773664914349,-0.10900504815099886,-0.07204225728927108,0.0
-0.05584946472695743,-0.034093087340185256,-0.24314092724523872,-0.1404324660982227,0.0
-0.06560234231873138,-0.10664739838272425,-0.23282278269952797,-0.13745276261454423,0.0
0.2762747004729945,-0.06727943511373302,1.8823968491711776,0.018307357783968314,0.0
0.18343060362492436,-0.07075772226993514,1.5315799346170116,-0.012368845990015821,0.0
0.8919080756373383,2.1171617312075806,-0.19155020451668495,3.216257212782714,0.0
-0.0494584553487567,-0.0899490671094653,0.34499331186027454,-0.1334702992023682,0.0
-0.0490285602235702,-0.08861931766172146,0.2005392882203239,-0.11982688620059756,0.0
-0.062105763817642524,-0.09074377648666944,-0.2018683490623957,-0.1404324660982227,0.0
0.5367293121056808,4.766818736389567,-0.24314092724523872,1.17334309546681,0.0
-0.035051447741586056,-0.0879501996120009,0.5513562027744897,-0.1267665262088473,0.0
0.011874476047500663,0.31181665275721754,-0.23282278269952797,1.039530113438455,0.0
-0.058957002862188294,-0.08388107964527365,-0.19155020451668495,-0.11988308563256402,0.0
-0.06284188560734544,-0.08776184738115916,-0.2534590717909495,-0.1404324660982227,0.0
0.5876525612433017,-0.08017015100518955,7.76373924022631,-0.03326241305629753,0.0
0.24717543806514333,-0.04627933138939276,0.8299461055086802,0.020477625315133467,0.0
-0.0614432542069099,-0.09054498121296875,-0.1709139154252634,-0.13472028825381668,0.0
0.023407075290239356,-0.08748794990365802,2.05780530644826,-0.12103512266555229,0.0
0.008614928762696145,-0.07733399930018825,0.46881104640880367,-0.06341501991483982,0.0
